City,Beach,Date,Enterococcus
MONGAGUÁ,ITAÓCA,2018-03-11,3
MONGAGUÁ,ITAÓCA,2018-03-18,29
MONGAGUÁ,ITAÓCA,2018-03-25,12
MONGAGUÁ,ITAÓCA,2018-04-01,360
MONGAGUÁ,ITAÓCA,2018-04-08,7
MONGAGUÁ,ITAÓCA,2018-04-15,352
MONGAGUÁ,ITAÓCA,2018-04-22,1
MONGAGUÁ,ITAÓCA,2018-04-29,1
MONGAGUÁ,ITAÓCA,2018-05-06,3
MONGAGUÁ,ITAÓCA,2018-05-13,15
MONGAGUÁ,ITAÓCA,2018-05-20,24
MONGAGUÁ,ITAÓCA,2018-05-27,4
MONGAGUÁ,ITAÓCA,2018-06-03,340
MONGAGUÁ,ITAÓCA,2018-06-10,5
MONGAGUÁ,ITAÓCA,2018-06-17,412
MONGAGUÁ,ITAÓCA,2018-06-24,18
MONGAGUÁ,ITAÓCA,2018-07-01,1
MONGAGUÁ,ITAÓCA,2018-07-08,1
MONGAGUÁ,ITAÓCA,2018-07-15,1
MONGAGUÁ,ITAÓCA,2018-07-22,1
MONGAGUÁ,ITAÓCA,2018-07-29,3
MONGAGUÁ,ITAÓCA,2018-08-05,19
MONGAGUÁ,ITAÓCA,2018-08-12,76
MONGAGUÁ,ITAÓCA,2018-08-19,7
MONGAGUÁ,ITAÓCA,2018-08-26,288
MONGAGUÁ,ITAÓCA,2018-09-02,3
MONGAGUÁ,ITAÓCA,2018-09-09,11
MONGAGUÁ,ITAÓCA,2018-09-16,39
MONGAGUÁ,ITAÓCA,2018-09-23,3
MONGAGUÁ,ITAÓCA,2018-09-30,6
MONGAGUÁ,ITAÓCA,2018-10-07,444
MONGAGUÁ,ITAÓCA,2018-10-14,384
MONGAGUÁ,ITAÓCA,2018-10-21,27
MONGAGUÁ,ITAÓCA,2018-10-28,28
MONGAGUÁ,ITAÓCA,2018-11-04,148
MONGAGUÁ,ITAÓCA,2018-11-11,25
MONGAGUÁ,ITAÓCA,2018-11-18,408
MONGAGUÁ,ITAÓCA,2018-11-25,56
MONGAGUÁ,ITAÓCA,2018-12-02,4
MONGAGUÁ,ITAÓCA,2018-12-09,21
MONGAGUÁ,ITAÓCA,2018-12-16,13
MONGAGUÁ,ITAÓCA,2018-12-23,428
MONGAGUÁ,ITAÓCA,2018-12-30,9
MONGAGUÁ,AGENOR DE CAMPOS,2018-01-07,240
MONGAGUÁ,AGENOR DE CAMPOS,2018-01-14,32
MONGAGUÁ,AGENOR DE CAMPOS,2018-01-21,176
MONGAGUÁ,AGENOR DE CAMPOS,2018-01-28,17
MONGAGUÁ,AGENOR DE CAMPOS,2018-02-04,10
MONGAGUÁ,AGENOR DE CAMPOS,2018-02-11,76
MONGAGUÁ,AGENOR DE CAMPOS,2018-02-18,4
MONGAGUÁ,AGENOR DE CAMPOS,2018-02-25,2
MONGAGUÁ,AGENOR DE CAMPOS,2018-03-04,9
MONGAGUÁ,AGENOR DE CAMPOS,2018-03-11,2
MONGAGUÁ,AGENOR DE CAMPOS,2018-03-18,14
MONGAGUÁ,AGENOR DE CAMPOS,2018-03-25,9
MONGAGUÁ,AGENOR DE CAMPOS,2018-04-01,332
MONGAGUÁ,AGENOR DE CAMPOS,2018-04-08,1
MONGAGUÁ,AGENOR DE CAMPOS,2018-04-15,332
MONGAGUÁ,AGENOR DE CAMPOS,2018-04-22,1
MONGAGUÁ,AGENOR DE CAMPOS,2018-04-29,3
MONGAGUÁ,AGENOR DE CAMPOS,2018-05-06,2
MONGAGUÁ,AGENOR DE CAMPOS,2018-05-13,14
MONGAGUÁ,AGENOR DE CAMPOS,2018-05-20,29
MONGAGUÁ,AGENOR DE CAMPOS,2018-05-27,10
MONGAGUÁ,AGENOR DE CAMPOS,2018-06-03,352
MONGAGUÁ,AGENOR DE CAMPOS,2018-06-10,9
MONGAGUÁ,AGENOR DE CAMPOS,2018-06-17,436
MONGAGUÁ,AGENOR DE CAMPOS,2018-06-24,4
MONGAGUÁ,AGENOR DE CAMPOS,2018-07-01,1
MONGAGUÁ,AGENOR DE CAMPOS,2018-07-08,6
MONGAGUÁ,AGENOR DE CAMPOS,2018-07-15,1
MONGAGUÁ,AGENOR DE CAMPOS,2018-07-22,1
MONGAGUÁ,AGENOR DE CAMPOS,2018-07-29,2
MONGAGUÁ,AGENOR DE CAMPOS,2018-08-05,15
MONGAGUÁ,AGENOR DE CAMPOS,2018-08-12,120
MONGAGUÁ,AGENOR DE CAMPOS,2018-08-19,2
MONGAGUÁ,AGENOR DE CAMPOS,2018-08-26,336
MONGAGUÁ,AGENOR DE CAMPOS,2018-09-02,14
MONGAGUÁ,AGENOR DE CAMPOS,2018-09-09,5
MONGAGUÁ,AGENOR DE CAMPOS,2018-09-16,68
MONGAGUÁ,AGENOR DE CAMPOS,2018-09-23,5
MONGAGUÁ,AGENOR DE CAMPOS,2018-09-30,11
MONGAGUÁ,AGENOR DE CAMPOS,2018-10-07,176
MONGAGUÁ,AGENOR DE CAMPOS,2018-10-14,148
MONGAGUÁ,AGENOR DE CAMPOS,2018-10-21,25
MONGAGUÁ,AGENOR DE CAMPOS,2018-10-28,108
MONGAGUÁ,AGENOR DE CAMPOS,2018-11-04,128
MONGAGUÁ,AGENOR DE CAMPOS,2018-11-11,10
MONGAGUÁ,AGENOR DE CAMPOS,2018-11-18,416
MONGAGUÁ,AGENOR DE CAMPOS,2018-11-25,80
MONGAGUÁ,AGENOR DE CAMPOS,2018-12-02,7
MONGAGUÁ,AGENOR DE CAMPOS,2018-12-09,76
MONGAGUÁ,AGENOR DE CAMPOS,2018-12-16,12
MONGAGUÁ,AGENOR DE CAMPOS,2018-12-23,432
MONGAGUÁ,AGENOR DE CAMPOS,2018-12-30,14
MONGAGUÁ,FLÓRIDA MIRIM,2018-01-07,248
MONGAGUÁ,FLÓRIDA MIRIM,2018-01-14,18
MONGAGUÁ,FLÓRIDA MIRIM,2018-01-21,188
MONGAGUÁ,FLÓRIDA MIRIM,2018-01-28,16
MONGAGUÁ,FLÓRIDA MIRIM,2018-02-04,29
MONGAGUÁ,FLÓRIDA MIRIM,2018-02-11,132
MONGAGUÁ,FLÓRIDA MIRIM,2018-02-18,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-02-25,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-03-04,10
MONGAGUÁ,FLÓRIDA MIRIM,2018-03-11,4
MONGAGUÁ,FLÓRIDA MIRIM,2018-03-18,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-03-25,9
MONGAGUÁ,FLÓRIDA MIRIM,2018-04-01,296
MONGAGUÁ,FLÓRIDA MIRIM,2018-04-08,11
MONGAGUÁ,FLÓRIDA MIRIM,2018-04-15,352
MONGAGUÁ,FLÓRIDA MIRIM,2018-04-22,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-04-29,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-05-06,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-05-13,13
MONGAGUÁ,FLÓRIDA MIRIM,2018-05-20,35
MONGAGUÁ,FLÓRIDA MIRIM,2018-05-27,2
MONGAGUÁ,FLÓRIDA MIRIM,2018-06-03,376
MONGAGUÁ,FLÓRIDA MIRIM,2018-06-10,6
MONGAGUÁ,FLÓRIDA MIRIM,2018-06-17,452
MONGAGUÁ,FLÓRIDA MIRIM,2018-06-24,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-07-01,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-07-08,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-07-15,2
MONGAGUÁ,FLÓRIDA MIRIM,2018-07-22,4
MONGAGUÁ,FLÓRIDA MIRIM,2018-07-29,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-08-05,4
MONGAGUÁ,FLÓRIDA MIRIM,2018-08-12,76
MONGAGUÁ,FLÓRIDA MIRIM,2018-08-19,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-08-26,348
MONGAGUÁ,FLÓRIDA MIRIM,2018-09-02,11
MONGAGUÁ,FLÓRIDA MIRIM,2018-09-09,8
MONGAGUÁ,FLÓRIDA MIRIM,2018-09-16,8
MONGAGUÁ,FLÓRIDA MIRIM,2018-09-23,3
MONGAGUÁ,FLÓRIDA MIRIM,2018-09-30,1
MONGAGUÁ,FLÓRIDA MIRIM,2018-10-07,460
MONGAGUÁ,FLÓRIDA MIRIM,2018-10-14,160
MONGAGUÁ,FLÓRIDA MIRIM,2018-10-21,23
MONGAGUÁ,FLÓRIDA MIRIM,2018-10-28,23
MONGAGUÁ,FLÓRIDA MIRIM,2018-11-04,96
MONGAGUÁ,FLÓRIDA MIRIM,2018-11-11,9
MONGAGUÁ,FLÓRIDA MIRIM,2018-11-18,412
MONGAGUÁ,FLÓRIDA MIRIM,2018-11-25,84
MONGAGUÁ,FLÓRIDA MIRIM,2018-12-02,8
MONGAGUÁ,FLÓRIDA MIRIM,2018-12-09,88
MONGAGUÁ,FLÓRIDA MIRIM,2018-12-16,12
MONGAGUÁ,FLÓRIDA MIRIM,2018-12-23,412
MONGAGUÁ,FLÓRIDA MIRIM,2018-12-30,57
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-01-07,25
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-01-14,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-01-21,34
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-01-28,22
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-02-04,15
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-02-11,30
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-02-18,22
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-02-25,24
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-03-04,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-03-11,2
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-03-18,12
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-03-25,6
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-04-01,57
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-04-08,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-04-15,356
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-04-22,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-04-29,3
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-05-06,6
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-05-13,28
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-05-20,53
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-05-27,24
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-06-03,109
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-06-10,107
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-06-17,240
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-06-24,20
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-07-01,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-07-08,16
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-07-15,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-07-22,4
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-07-29,5
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-08-05,14
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-08-12,180
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-08-19,27
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-08-26,59
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-09-02,3
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-09-09,75
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-09-16,32
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-09-23,8
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-09-30,1
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-10-07,109
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-10-14,98
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-10-21,21
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-10-28,17
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-11-04,11
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-11-11,2
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-11-18,84
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-11-25,103
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-12-02,5
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-12-09,75
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-12-16,24
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-12-23,412
PERUÍBE,PERUÍBE (R. ICARAÍBA),2018-12-30,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-01-07,41
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-01-14,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-01-21,31
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-01-28,25
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-02-04,18
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-02-11,25
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-02-18,5
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-02-25,9
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-03-04,2
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-03-11,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-03-18,5
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-03-25,9
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-04-01,61
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-04-08,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-04-15,308
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-04-22,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-04-29,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-05-06,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-05-13,32
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-05-20,53
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-05-27,26
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-06-03,102
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-06-10,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-06-17,256
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-06-24,18
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-07-01,3
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-07-08,9
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-07-15,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-07-22,12
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-07-29,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-08-05,12
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-08-12,156
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-08-19,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-08-26,71
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-09-02,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-09-09,84
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-09-16,4
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-09-23,8
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-09-30,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-10-07,105
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-10-14,76
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-10-21,24
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-10-28,41
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-11-04,9
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-11-11,1
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-11-18,92
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-11-25,107
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-12-02,7
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-12-09,12
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-12-16,13
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-12-23,428
PERUÍBE,PERUÍBE (PARQUE TURÍSTICO),2018-12-30,10
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-01-07,37
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-01-14,1
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-01-21,111
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-01-28,112
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-02-04,6
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-02-11,48
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-02-18,4
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-02-25,27
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-03-04,2
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-03-11,1
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-03-18,6
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-03-25,8
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-04-01,50
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-04-08,2
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-04-15,352
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-04-22,3
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-04-29,2
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-05-06,1
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-05-13,34
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-05-20,50
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-05-27,9
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-06-03,115
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-06-10,8
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-06-17,208
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-06-24,13
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-07-01,3
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-07-08,12
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-07-15,1
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-07-22,14
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-07-29,3
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-08-05,13
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-08-12,200
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-08-19,7
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-08-26,102
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-09-02,2
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-09-09,70
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-09-16,27
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-09-23,5
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-09-30,4
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-10-07,114
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-10-14,176
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-10-21,12
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-10-28,79
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-11-04,69
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-11-11,2
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-11-18,80
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-11-25,109
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-12-02,9
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-12-09,44
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-12-16,18
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-12-23,444
PERUÍBE,PERUÍBE (BALN. SÃO JOÃO BATISTA),2018-12-30,6
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-01-07,36
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-01-14,2
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-01-21,103
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-01-28,117
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-02-04,34
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-02-11,37
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-02-18,83
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-02-25,31
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-03-04,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-03-11,7
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-03-18,8
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-03-25,3
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-04-01,64
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-04-08,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-04-15,376
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-04-22,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-04-29,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-05-06,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-05-13,27
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-05-20,110
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-05-27,102
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-06-03,117
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-06-10,5
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-06-17,236
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-06-24,13
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-07-01,3
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-07-08,17
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-07-15,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-07-22,12
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-07-29,6
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-08-05,8
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-08-12,148
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-08-19,4
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-08-26,119
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-09-02,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-09-09,89
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-09-16,5
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-09-23,7
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-09-30,1
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-10-07,117
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-10-14,208
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-10-21,19
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-10-28,84
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-11-04,53
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-11-11,2
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-11-18,106
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-11-25,104
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-12-02,8
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-12-09,80
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-12-16,29
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-12-23,420
PERUÍBE,PERUÍBE (AV. S. JOÃO),2018-12-30,4
PERUÍBE,PRAINHA,2018-01-07,16
PERUÍBE,PRAINHA,2018-01-14,10
PERUÍBE,PRAINHA,2018-01-21,115
PERUÍBE,PRAINHA,2018-01-28,23
PERUÍBE,PRAINHA,2018-02-04,25
PERUÍBE,PRAINHA,2018-02-11,42
PERUÍBE,PRAINHA,2018-02-18,87
PERUÍBE,PRAINHA,2018-02-25,21
PERUÍBE,PRAINHA,2018-03-04,2
PERUÍBE,PRAINHA,2018-03-11,1
PERUÍBE,PRAINHA,2018-03-18,1
PERUÍBE,PRAINHA,2018-03-25,8
PERUÍBE,PRAINHA,2018-04-01,10
PERUÍBE,PRAINHA,2018-04-08,5
PERUÍBE,PRAINHA,2018-04-15,360
PERUÍBE,PRAINHA,2018-04-22,1
PERUÍBE,PRAINHA,2018-04-29,2
PERUÍBE,PRAINHA,2018-05-06,4
PERUÍBE,PRAINHA,2018-05-13,25
PERUÍBE,PRAINHA,2018-05-20,22
PERUÍBE,PRAINHA,2018-05-27,15
PERUÍBE,PRAINHA,2018-06-03,101
PERUÍBE,PRAINHA,2018-06-10,4
PERUÍBE,PRAINHA,2018-06-17,240
PERUÍBE,PRAINHA,2018-06-24,40
PERUÍBE,PRAINHA,2018-07-01,1
PERUÍBE,PRAINHA,2018-07-08,13
PERUÍBE,PRAINHA,2018-07-15,1
PERUÍBE,PRAINHA,2018-07-22,16
PERUÍBE,PRAINHA,2018-07-29,12
PERUÍBE,PRAINHA,2018-08-05,7
PERUÍBE,PRAINHA,2018-08-12,100
PERUÍBE,PRAINHA,2018-08-19,84
PERUÍBE,PRAINHA,2018-08-26,14
PERUÍBE,PRAINHA,2018-09-02,1
PERUÍBE,PRAINHA,2018-09-09,82
PERUÍBE,PRAINHA,2018-09-16,43
PERUÍBE,PRAINHA,2018-09-23,1
PERUÍBE,PRAINHA,2018-09-30,7
PERUÍBE,PRAINHA,2018-10-07,103
PERUÍBE,PRAINHA,2018-10-14,28
PERUÍBE,PRAINHA,2018-10-21,6
PERUÍBE,PRAINHA,2018-10-28,80
PERUÍBE,PRAINHA,2018-11-04,12
PERUÍBE,PRAINHA,2018-11-11,1
PERUÍBE,PRAINHA,2018-11-18,91
PERUÍBE,PRAINHA,2018-11-25,22
PERUÍBE,PRAINHA,2018-12-02,7
PERUÍBE,PRAINHA,2018-12-09,41
PERUÍBE,PRAINHA,2018-12-16,13
PERUÍBE,PRAINHA,2018-12-23,424
PERUÍBE,PRAINHA,2018-12-30,18
PERUÍBE,GUARAÚ,2018-01-07,14
PERUÍBE,GUARAÚ,2018-01-14,3
PERUÍBE,GUARAÚ,2018-01-21,94
